"index","mzmed","rtmed","matched","qSvsMB","qSvsNC","modelPredicted","predictVal","MB_0","MB_1","MB_2.5","MB_4.5","MB_6.5","MB_8.5","MB_26.5","NC_0","NC_1","NC_2.5","NC_4.5","NC_6.5","NC_8.5","NC_26.5","S1_0","S1_1","S1_2.5","S1_4.5","S1_6.5","S1_8.5","S1_26.5","S2_0","S2_1","S2_2.5","S2_4.5","S2_6.5","S2_8.5","S2_26.5","S3_0","S3_1","S3_2.5","S3_4.5","S3_6.5","S3_8.5","S3_26.5"
"2834",20365,540.04548,179.511,0,0.000389676155855863,0.233619426596717,FALSE,1,0,0,0,0,0,137.87,154.47,9.31,478.1,380.11,828.34,1731.55,835.09,835.09,11.12,413.99,556.02,1252.59,1345.92,2227.24,1374.02,16.36,336.89,488.24,1166.91,2233.36,1443.07,2035.1,7.21,293.2,448.23,1387.25,1315.16,2053.69,1688.48
"2835",20366,540.05034,834.621,0,0.0177637116251531,0.00730563695360911,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.26,1626.82,1405.37,1400.68,0,0,0,1486.18,1502.09,1705.03,1431.74,0,0,0,1250.15,1396.65,1706.59,1616.63
"2836",20382,540.24299,90.7199,0,0.75647317500463,0.473168533885086,FALSE,1,0,579.46,1819.64,13410.06,12267.52,16418.63,23263.76,207.33,472.39,1047.1,11193.2,10888.78,9881.4,9881.4,171.05,106.57,1083.91,10541.7,10542.8,10866.4,12156.82,111.09,243.48,1291.6,9749.08,10147.91,12411.79,15565.26,127.43,409.42,1165.94,10484.1,12314.96,14292.09,16678.99
"2837",20407,541.12407,544.764,0,0.114686463840854,0.153696064130545,FALSE,1,0,0,0,0,0,0,0,376.74,333.25,101.13,948.62,0,1182.48,1182.48,462.97,520.09,0,0,0,0,0,492.53,669.75,85.59,0,0,0,0,431.11,304.33,189.06,0,0,0,0
"2838",20409,541.13579,876.945,0,0.00170563959498833,0.0934685517435632,FALSE,1,0,0,0,0,0,0,0,3197.51,2630.05,2197.05,1428.34,1860.93,2350.85,2350.85,2492.32,1988.6,2516.68,2088.18,1734.91,1094.22,150.85,2364.44,2672.47,1984.26,2252.95,2024.56,1985.71,524.21,1941.41,2410.76,2347.76,2281.53,2366.63,1863.46,1283.59
"2839",20412,541.15505,689.9305,0,0.0735067897827938,0.0379018354334592,FALSE,1,0,0,0,0,0,0,0,1606.4,1942.69,1639.82,1394.81,1475.73,1795.83,1795.83,1545.39,1351.18,1420.22,158.32,0,0,0,1315.91,1709.57,1621.76,163.1,0,0,43.71,1292.13,1615.8,1643.15,220.05,0,0,111.42
"2840",20424,541.24296,750.724,0,0.456339253996248,0.326892632823983,FALSE,1,0,0,0,0,0,0,0,18.57,27.7,0,2244.36,858.93,1111.44,1111.44,0,0,0,0,0,0,0,15.72,40.22,0,0,0,0,0,11.2,0,0,0,0,0,0
"2841",20429,541.26622,1093.29,0,0.0484271629088749,0.714319479953539,FALSE,1,0,0,0,0,0,0,0,575.63,804.72,0,169.22,481.68,0,0,696.68,581.37,246.78,0,0,0,0,686.69,463.24,162.9,0,0,0,0,623.09,360.94,374.52,0,0,176.15,0
"2842",20444,541.83989,62.4864,0,0.525324069260826,0.00755324389554245,FALSE,1,34.93,0,125.03,904.41,684.08,741.87,1437.7,72.69,0,0,0,0,252.38,252.38,0,0,143.47,228.72,1343.63,1002.48,1502.12,0,0,0,732.91,780.08,2454.44,798.21,0,0,228.82,1196.56,1339.39,930.14,980.63
"2843",20445,541.99889,355.0165,0,0.0176004845330753,0.745531358052305,FALSE,1,0,0,0,0,0,0,0,672.72,504.83,531.44,0,0,0,0,689.93,629.58,693,0,0,0,0,714.87,338.76,337.76,0,0,0,0,819.97,595.22,261.97,0,0,0,0
"2844",20471,542.28425,584.983,0,0.722358540683567,0.00477227121452134,FALSE,1,0.85,0,902.35,4652.58,8732.88,9312.48,5180.71,0,0,2203.05,3385.47,2953.55,3504.03,3504.03,0,0,3942.77,6664.57,10746.37,13228.1,7276.77,0,0,3173.46,7255.96,10970.88,15065.46,10499.15,0,0,3540.12,6388.89,10669.57,12123.97,9045.83
"2845",20476,542.29985,745.013,0,0.472008282857996,0.043482874951976,FALSE,1,0,0,0,0,56.5,77.93,79.55,0,0,0,2241.96,2081.74,1909.61,1909.61,0,0,0,0,52.79,0,0,0,0,0,0,0,209.92,0,0,0,0,280.21,87.92,155.6,0
"2846",20485,542.98291,421.5565,0,0.145181958762586,0.6704514249169,FALSE,1,0,0,0,0,0,0,0,419.35,744.77,758.22,0,0,0,0,324.37,476.06,372.7,0,0,0,0,274.9,552.78,417.74,0,0,0,0,422.62,643.71,129.96,0,0,0,0
"2847",20490,543.13454,470.137,0,0.0561963902316108,0.745531358052305,FALSE,1,0,0,0,0,0,145.8,0,701.89,839,690.25,649.74,0,0,0,658.37,940.51,663.75,294.16,0,123.06,0,727.76,850.1,629.82,176.59,0,109.23,0,689.36,899.78,1055.08,163.63,152.24,0,0
"2848",20491,543.15185,902.71,0,0.691126078883029,0.173843288807542,FALSE,1,0,0,0,0,0,0,0,477.01,407.66,138.31,205.12,154.41,62.54,62.54,564.92,465.34,299.87,3001.08,1945.72,759.18,0,480.59,516.22,160.6,2530.7,2614.6,1479.94,0,381.44,337.95,350.02,3183.14,3694.31,1502.04,0
"2849",20522,544.0533,484.893,0,0.594280326189827,0.740298324867721,FALSE,1,0,0,0,953.44,252.38,0,987.78,344.92,372.91,331.3,0,0,0,0,328.87,698.48,413.18,0,0,0,0,354.07,673.59,290.01,0,0,0,249.16,297.44,655.46,89.82,0,349.85,0,0
"2850",20561,544.96697,1213.55,0,0.710106403892993,0.474433382934511,FALSE,1,479.36,1156.01,2187.79,3210.42,3526.18,4381.23,3249.41,584,1906.4,5102.62,6655.45,7465.62,6549.53,6549.53,305.34,919.08,2628.44,3182.31,3558.68,3960.05,4518.99,375.58,1284.75,3157.71,4516.48,4842.01,5117.11,5677.63,474.67,1662.84,4654.24,6067.27,5574.83,5443.44,6800.59
"2851",20563,545.05642,656.6065,0,0.0372642497252752,0.745241119100344,FALSE,1,0,0,0,0,0,0,0,640.21,668.34,79.63,0,0,0,0,827.27,676.98,445.56,0,0,0,0,692.95,530.64,356.41,0,155.64,121.96,273.99,744.21,738.69,544.45,156.13,120.98,235.28,249.56
"2852",20565,545.09217,801.514,0,0.666902579392291,0.414529438697733,FALSE,1,0,0,0,0,0,0,0,1817.04,2478.28,1774.18,1737.29,1606.64,1444.37,1444.37,1726.41,2019.58,1940.65,3014.63,282.44,0,0,1932.25,2150.42,1625.31,2755.13,256.83,0,0,1659.78,2179.71,2138.69,2707.33,248.69,0,0
"2853",20575,545.22506,767.384,0,0.24330780200214,0.645206414479584,FALSE,1,0,0,0,0,0,0,0,747.52,500.3,302.9,0,0,0,0,618.81,385.68,128.65,0,0,0,0,507.27,620.19,0,0,0,134.21,0,537.2,603.92,0,0,0,0,0
"2854",20594,545.29479,395.1605,0,0.730821901628137,0.11147388306916,FALSE,1,2.21,7.2,35.54,2074.59,3062.06,2643.42,5770.87,0,6.79,0,1262.82,1485.37,1594.44,1594.44,2.1,9.21,34.15,2318.59,2286.49,2225.95,3775.7,0,33.26,14.54,2521.88,2650.93,3012.75,3698,0,0,0,2756.59,2472.9,3307.49,3807.38
"2855",20602,545.97111,1226.36,0,0.647344205428227,0.639829409075706,FALSE,1,29.25,142.62,349.18,664.84,623.35,190.36,357.33,30.29,159.06,256.99,0,1946.06,1040.91,1040.91,0,73.91,0,302.91,393.87,0,589.19,42.07,0,367.42,727.16,1288.7,1062.46,549.13,74,125.29,0,435.87,987.52,763.29,1823.96
"2856",20612,546.22062,539.538,0,0.169284434400936,0.00706131086082037,FALSE,1,0,0,0,444.45,653.52,1414.94,1367.69,0,0,0,211.87,570.53,407.68,407.68,2.63,0,0,1034.81,1521.29,1860.98,2670.26,2.74,0,0,1410.85,1412.32,2758.62,3548.76,0,0,0,1737.39,1868.76,2893.43,3462.62
"2857",20618,546.24258,337.495,0,0.747946410443696,0.0214158409937153,FALSE,1,0,17.32,19.69,383.18,554.39,665.3,131.42,0,9.45,45.63,1178,3115.02,3532.03,3532.03,0,0,0,716.28,1082.43,512.7,297.4,0,0,0,1095.95,1151.06,1261.44,326.51,0,0,0,947.47,1308.11,1412.09,349.02
"2858",20631,546.35606,973.997,0,0.361354364475334,0.00831831513260844,FALSE,1,0,0,0,250.96,705.46,826.39,424.34,0,0,0,0,0,0,0,0,0,0,781.84,1752,1666.77,1164.37,0,0,0,1418.86,1140.97,1036.94,1187.83,0,0,0,775.21,1089.06,1311.19,1800.73
"2859",20634,546.7222,539.24,0,0.0331404564746509,0.00175430473571505,FALSE,1,0,0,0,0,521.79,439.51,606.48,0,0,0,0,0,0,0,0,0,0,698.23,955.07,1200.3,1931.27,0,12.39,0,724.58,1276.15,1565.85,2355.11,0,0,0,1376.41,1148.48,2017.14,2794.22
"2860",20651,547.14698,630.257,0,0.0833233865547337,0.725815958895194,FALSE,1,0,0,0,0,0,0,0,778.26,949.12,54.22,0,0,0,0,789.17,665.33,79.3,0,0,0,0,642.37,653.91,70.89,178.81,0,0,0,756.63,705.42,204.68,0,0,0,0
"2861",20652,547.16795,560.828,0,0.00889975495313804,0.237766414941249,FALSE,1,0,0,0,0,0,142.55,111.12,240.76,946.88,113.15,0,404.78,531.85,531.85,708.6,738.62,637.58,105.73,0,0,0,813.9,751.87,496.27,134.97,0,0,105.75,662.07,593.01,687.96,132.44,0,0,0
"2862",20664,547.241,736.99,0,0.052797827576125,0.0188629890242342,FALSE,1,0,0,23.62,0,0,62.25,34.39,1904.76,2265.45,2199.97,2194.97,2380.53,2097.17,2097.17,2197.47,1943.5,2609.18,975.25,550.41,423.57,183.19,2073.51,2114.82,2415.07,1132.04,480.44,639.62,153.1,1880.89,2167.33,2216.85,1091.5,619,483.35,139.11
"2863",20665,547.24282,476.545,0,0.418747974644877,0.207980944335267,FALSE,1,0,0,0,810.44,957.04,789.46,385.72,0,0,0,1400.23,1541.73,1208.85,1208.85,0,0,0,5319.87,3645.36,887.58,280.7,0,0,0,975.83,1119.28,4108.73,403.76,2.07,0,0,1006,972.65,2972.85,312.92
"2864",20679,547.37632,1039.45,0,0.446785540763085,0.009591527186299,FALSE,1,0,0,148.79,453.35,419.06,571.48,185.61,0,0,431.5,991.3,1040.93,1885.85,1885.85,0,0,115.4,487.12,0,0,570.69,0,0,107.17,487.98,392.37,379.63,430.3,0,0,302.49,356.38,437.08,258.47,376.32
"2865",20682,547.63194,352.074,0,0.376858812036683,0.00991857895663445,FALSE,1,0,0,0,95.56,682.07,925.03,55.94,0,0,0,0,0,0,0,0,0,0,742.76,1223.41,1205.29,245.78,0,0,0,735.73,1824.78,2289.81,609.45,0,0,0,1484.64,2215.46,2514.35,638.29
"2866",20686,547.83751,1141.205,0,0.642537328067533,0.279040416367744,FALSE,1,245.86,673.66,1838.54,2227.76,2413.8,910.24,3850.27,151.56,668.08,1473.21,1577.57,1316.56,1633.1,1633.1,196.83,564.68,1267.43,2351.96,2104.51,2213.6,1987.35,138.23,668.51,1467.72,1706.5,2454.96,2349.24,1815.75,153.97,520.8,1176.29,1770.52,2250.99,2103.16,1481.88
"2867",20688,547.99359,421.252,0,0.0378121470083041,0.739325093169084,FALSE,1,0,0,0,0,0,0,0,534.22,930.33,959.34,0,0,0,0,626.35,472.28,528.41,0,0,0,0,703.01,592.91,866.37,0,0,0,0,808.7,762.45,420.4,0,0,0,0
"2868",20691,548.06353,842.0425,0,0.0606438433885029,0.0182364303977859,FALSE,1,0,0,0,0,0,0,0,0,51.08,86.52,51.82,42.77,0,0,8.4,88.83,97.1,2377.89,2363.18,2145.11,941.1,0,138.08,35.92,2332.2,2727.55,2830.96,1080.28,0,147.29,93.56,2269.6,2711.39,2465.82,1406.19
"2869",20725,548.76696,73.9793,0,0.52505866767675,0.745531358052305,FALSE,1,50.61,0,0,230.15,0,0,119.14,14092.65,5245.74,0,0,0,0,0,15705.07,4860.73,0,127.47,0,258.19,0,14864.82,5269.57,0,0,0,0,139.94,15378.99,4382.14,0,0,0,0,0
"2870",20728,548.84051,72.3025,0,0.520867356179832,0.745531358052305,FALSE,1,50.66,0,0,145.24,0,0,0,14028.41,5254.36,0,0,0,0,0,15657.2,4870.87,0,0,0,89.18,0,14784.65,5280.55,0,0,0,0,0,15325.67,4385.84,0,0,0,0,0
"2871",20734,549.08992,792.242,0,0.0307746915648603,0.0936681030118244,FALSE,1,0,0,0,0,0,0,0,900.88,1036.17,718.85,476.67,705.22,616.33,616.33,983.52,925.2,618.56,0,0,0,0,900.16,837.36,599.85,0,0,0,0,825.14,1016.44,955.3,0,0,0,0
"2872",20736,549.08958,557.525,0,0.232135048426402,0.146728211107355,FALSE,1,0,0,0,0,154.48,0,0,300.12,411.67,262.33,1179.77,870.95,619.09,619.09,286.88,47.84,0,0,184.36,0,0,496.08,276.98,0,0,125.36,0,0,537.79,460.59,248.87,0,0,0,0
"2873",20742,549.16281,693.504,0,0.0113840073272541,0.733032336394496,FALSE,1,0,0,0,0,116.85,203.72,188.37,706.81,785.09,672.6,189.41,0,313.03,313.03,677.99,519.17,473.51,279.17,107.98,0,0,595.51,786.16,110.22,183.22,0,145.97,0,671.24,448.49,89.18,175.57,0,0,277.61
"2874",20743,549.1677,84.8241,0,0.0992791076827178,0.0732831093963236,FALSE,1,19.63,134.72,352.23,4664.81,6234.97,1700.85,212.19,36454.38,21441.07,27648.77,26583.36,24978.6,26027.81,26027.81,27519.87,22167.36,28888.98,26135.18,24895.67,30464.43,1733.63,31498.28,21071.3,34274.37,26309.71,26581.76,24359.37,1645.62,34563.64,19079.57,33737.55,24912.97,21724.98,25789.9,2044.65
"2875",20745,549.1841,389.302,0,0.241170700387529,0.497974912274405,FALSE,1,0,287.43,74.3,0,387.55,163.81,0,701.84,830.31,467.69,0,0,0,0,837.36,640.45,415.12,615.84,440.77,0,0,808.95,962.56,350.37,0,0,353.59,0,712.52,620.9,330.27,0,457.67,202.84,138.11
"2876",20766,549.29381,657.869,0,0.507554085507369,0.0186652128795892,FALSE,1,64.14,216.6,381.94,566.36,513.4,713,534.43,3.91,17.94,70.14,7108.93,6786.8,7398.15,7398.15,47.83,155.75,447.71,574.53,522.66,572.57,418.3,31.7,114.45,218.67,267.48,196.71,263,284.64,27.9,81.23,199.77,259.63,148.84,155.92,220.43
"2877",20768,549.34051,25.899,0,0.0739282376290796,0.0325332167276185,FALSE,1,246.79,600.63,1338.56,2025.6,2471.72,2416.64,2381.87,27.32,87.82,99.29,271.23,346.94,145.33,145.33,231.44,570.4,1270.76,1569.88,2178.49,1939.2,1682.69,114.67,328.19,933.02,1424.69,764.17,870.69,959.24,57.36,176.49,272.31,638.17,784.43,739.07,352.82
"2878",20771,549.34061,5.24389,0,0.657209207227815,0.259769903090038,FALSE,1,0,0,0,0,0,0,0,0,0,0,153.8,71.22,120.3,120.3,174.58,0,0,0,0,3381.71,0,0,0,1033.73,0,1285.65,1214.46,0,73.92,0,0,452.29,0,0,627.24
"2879",20773,549.34059,51.5122,0,0.570551255314462,0.0280314692279082,FALSE,1,242.19,725.49,1579.93,2790.04,2729.31,2464.98,2496.82,36.53,59.81,290.89,102.64,270.14,220.79,220.79,205.07,578.8,1602.28,1783.74,1996.48,2446.84,1700.19,149.66,467.54,1068.28,1087.2,1025.84,1151.14,1208.96,115.02,129.03,558.97,494.63,819.4,511.87,840.94
"2880",20787,550.07907,771.879,0,0.0291981419465681,0.0103017558211013,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.47,1179.21,1609.1,1559.47,0,0,0,509.22,1520.63,1162.67,1385.85,0,29.62,0,536.05,1405.66,1129.77,1140.88
"2881",20788,550.07921,834.743,0,0.0328290749498543,0.011193322590661,FALSE,1,0,0,0,43.42,0,0,0,0,0,0,0,0,0,0,0,16.79,0,1887.61,2086.62,2308.94,2432.33,0,0,0,2083.87,2182.76,2332.16,1914.23,0,14.9,0,1743.07,1947.99,2215.68,2148.71
"2882",20818,550.68385,353.094,0,0.670996389039053,0.0185967520862704,FALSE,1,4.78,0,0,550.6,607.26,312.02,47.46,1.98,0,0,3246.24,3651.2,4601.6,4601.6,0,0,0,1297.9,879.82,1106.29,175.68,2.04,0,38.27,1184.21,1049.21,1339.52,471.96,1.87,0,42.6,1922.81,1869.58,1458.63,560.92
"2883",20822,550.76511,74.06845,0,0.539676990390933,0.745531358052305,FALSE,1,37.1,0,0,0,0,0,0,9039.39,3340.35,0,0,0,0,0,10291.07,3230.77,0,0,0,0,0,9915.38,3369.81,0,0,0,0,0,10525.84,2709.93,0,0,0,0,0
"2884",20824,550.80088,1378.99,0,0.222876238560876,0.362138945527886,FALSE,1,158.86,0,1138.41,1076.58,1420.47,1086.83,0,94.34,256.04,658.43,701.75,1006.07,621.65,621.65,89.79,0,624.65,1091.29,1149.58,0,0,81.87,355.52,0,0,0,1188.93,1520.56,68.7,457.56,0,1798.05,0,865.21,1784.68
"2885",20830,551.12059,871.662,0,0.00889862006325473,0.135979353780285,FALSE,1,0,0,0,0,0,0,0,1080.77,1231.84,615.6,144.58,339.49,40.45,40.45,2516.82,2911.59,2507.28,954.31,994.44,695.09,0,1916.08,2032.68,1795.09,781.2,881.64,403.97,62.17,1349.99,1418.67,1207.4,909.43,718.58,521.14,0
"2886",20831,551.11812,888.2385,0,0.143117490075082,0.58914862988935,FALSE,1,0,0,0,0,0,0,0,776.27,823.12,606.15,100,347.26,248.02,248.02,675.96,1007.92,353.52,0,0,0,0,732.64,880.79,92.82,0,0,0,0,799.31,1102.51,275.87,0,0,0,0
"2887",20842,551.21554,598.942,0,0.464607069428438,0.00656056854410794,FALSE,1,0,312.13,0,0,83.75,0,0,237.51,324.89,461.69,2911.58,3223.95,3246.47,3246.47,492.51,592.49,527.33,207.79,0,70.95,0,432.54,479.71,580.73,309.82,162.57,0,0,435.82,555.03,369.35,222.46,48.35,89.05,0
"2888",20845,551.25946,875.883,0,0.422678375437482,0.0478705046763371,FALSE,1,4.3,0,13.52,0,44.03,0,16.35,3041.45,3775.26,4791.8,4635.34,4962.33,4823.74,4823.74,2649.18,3607.71,5357.07,1174.14,366.59,163.26,0,2310.86,5684.64,4215.67,2636.19,397.43,192.18,0,3308.2,183.21,5286.44,1538.27,383.47,219.16,19.57
"2889",20859,551.34461,922.9665,0,0.196445894069305,0.039757405318059,FALSE,1,0,0,0,0,59.61,0,44.74,1122.72,1089.75,1525.54,963.6,1388.08,1636.68,1636.68,1846.95,1789.69,2404.59,57.06,117.32,55.85,208.98,1314.75,1301.15,2038.86,69.97,44.06,0,176.75,1630.74,1601.51,1547.18,53.28,313.4,49.54,276.74
"2890",20864,551.76177,876.974,0,0.594280326189827,0.0953370466090152,FALSE,1,2.46,0,14.45,33.42,22.97,0,23.11,1413.01,3354.64,2621.21,4402.63,4753.97,3314.84,3314.84,2049.8,2310.92,4634.16,2152.7,452.87,77.98,35.47,929.48,4364.22,4404.07,945.87,321.99,38.21,25.61,1952.18,5087.72,2877.63,1632.17,307.51,57.87,39.2
"2891",20878,552.18989,446.2135,0,0.370055407505281,0.0447101157344185,FALSE,1,0,0,0,435.74,280.41,315.05,95.67,0,0,0,1662.13,2503.49,2512.6,2512.6,0,0,0,735.4,722.64,1047.6,119.77,0,0,0,1243.06,962.14,1393.98,294.67,0,0,0,1633.14,988.57,1748.39,398.44
"2892",20910,552.76329,73.9993,0,0.587689094059267,0.738384772881165,FALSE,1,4.28,0,0,0,0,0,0,3455.18,1378.88,0,0,0,0,0,4303.51,1358.9,0,0,0,0,0,4051.13,1310.59,0,0,0,0,1142.21,4641.32,1064.49,0,0,0,0,0
"2893",20917,553.09991,829.366,0,0.0126952645654091,0.156770168287573,FALSE,1,0,0,10.71,22.38,0,0,0,3779.56,5004.43,3822.11,2003.48,1506.41,1199.11,1199.11,9335.14,7978.6,9818.84,6664.75,5065.83,3206.48,541.65,6668.08,7943.25,6628.18,4487.94,4369.37,3439.37,1325.78,4691.08,5806.6,6018.3,3543.76,4064.9,3399.27,2046.83
"2894",20919,553.09967,852.725,0,0.234695944727926,0.346064495594629,FALSE,1,0,7.94,0,57.33,42.45,0,0,1552.89,2295.52,1897.99,817.73,640.81,551.75,551.75,3191.18,3638.26,5960.67,2502.99,825.27,543.23,0,2944.92,3649.57,3739.79,2232.21,984.04,710.06,0,2182.82,2359.91,3349.69,1659.7,813.53,510.69,0
"2895",20920,553.12434,800.7365,0,0.0220681146848821,0.0678045461716738,FALSE,1,0,0,0,0,0,0,0,2491.39,2702.97,2211.1,2017.59,2369.53,2397.3,2397.3,2360.89,2251.69,2667.34,2244.03,2610.87,2555.98,2071.92,2360.57,2459.18,2446,2567.48,2555.06,2542.03,1585.98,1922.24,2434.62,2664.77,2879.74,2745.02,2244.62,1529.37
"2896",20923,553.16081,795.124,0,0.0630947459729065,0.0217715928207559,FALSE,1,0,0,0,0,0,0,0,1699.85,2048.15,1755.29,2198.48,1916.12,1860.57,1860.57,2055.39,2022.56,2082.48,109.52,0,0,0,1700.28,2138.59,1752.72,254.5,0,47.06,0,1708.67,2063.4,2004.37,181.69,0,0,50.63
"2897",20929,553.20909,828.529,0,0.0120776931815737,0.00543286764865375,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.02,0,1215.21,1682.7,1669.37,1823.37,0,31.83,49.38,1133.68,1755.78,1563.12,1990.72,0,64.32,31.85,937.6,1606.78,1988.47,1923.62
"2898",20930,553.20888,887.2535,0,0.0187460656294619,0.00695933948083372,FALSE,1,0,0,0,0,0,64.38,0,18.3,41.44,0,77.84,0,0,0,79.96,0,0,877.65,776.96,1447.77,1399.07,0,66.57,0,800.72,940.54,1200.3,1235.68,66.35,62.36,0,660.24,1289.59,1090.68,1087.42
"2899",20946,553.30001,347.104,0,0.373692519935077,0.0161137979495491,FALSE,1,0,0,0,0,0,45.64,0,0,0,0,3189.37,3094.44,3417.67,3417.67,0,0,0,46.72,0,0,0,0,0,0,0,0,0,155.52,0,0,0,62.42,0,0,60.36
"2900",20957,553.3602,903.4775,0,0.0149762298583291,0.722728329624111,FALSE,1,0,21.25,130.2,0,343.31,463.14,333.31,1657.22,1763.07,813.77,427.14,591.45,498.59,498.59,1528.48,881.4,1189.89,114.65,290.11,99.73,276.66,1542.41,1679.94,571.71,108.2,81.39,316.21,0,1345.45,1482.14,926.11,137.91,315.81,166.47,0
"2901",20958,553.69026,779.921,0,0.0745493467479405,0.00577441263818754,FALSE,1,0,0,13.18,0,0,0,0,0,0,0,3381.32,4147.63,5342.45,5342.45,0,0,0,45.75,42.76,31.41,0,0,0,0,42.4,61.67,0,0,0,0,0,278.74,231.7,357.48,86.11
"2902",20959,553.74345,618.0005,0,0.374691647639521,0.0366035331873695,FALSE,1,0,0,0,0,0,0,0,0,0,0,1062.2,1851.39,1228.38,1228.38,0,0,0,0,0,71.25,0,0,0,0,0,0,0,0,0,0,0,0,82.4,0,0
"2903",20963,554.07804,125.949,0,0.0322616647090992,0.158735630191294,FALSE,1,0,0,0,0,0,0,0,904.04,2755.29,505.05,1744.69,2430.63,2253.69,2253.69,1202.13,1214.99,860.63,0,0,0,0,1449.89,1586.5,403.3,0,0,0,0,952.42,1286.52,955.48,0,0,0,0
"2904",21006,555.03511,419.503,0,0.23982256511469,0.679758151269171,FALSE,1,0,0,0,0,0,0,0,160.46,328.74,625.38,0,0,0,0,561.12,780.91,479.4,0,0,0,0,437.04,713.45,531.14,0,0,0,0,134.63,123.72,600.61,0,0,0,0
"2905",21007,555.0901,85.8308,0,0.689164133868006,0.0145964671010274,FALSE,1,0,0,0,4576.64,5141.66,5913.24,0,134.91,0,0,0,0,0,0,71.96,0,0,1688.92,3992.98,5356.44,0,259.28,0,0,2807.88,4056.5,2803.48,0,94.89,0,0,1324.05,2478.8,1053.32,0
"2906",21010,555.11542,811.491,0,0.00326603326135041,0.00288684921881823,FALSE,1,0,0,0,0,0,0,0,99.22,449.14,347.39,80.36,50.87,278,278,193.83,349.02,801.69,390.18,2320.24,2675.97,4598.66,134,346.37,563.11,863.92,1381.73,2157.82,4001.56,106.47,303.96,592.4,166.96,558.34,1367.83,2677.77
"2907",21011,555.1154,794.549,0,0.00261354759818123,0.00123303506077169,FALSE,1,0,0,0,0,0,0,0,198.52,53.42,18.33,0,0,0,0,98.71,71.41,0,0,1591.26,2613.19,6258.88,99.49,132.31,20.19,0,608.65,1071.57,3387.52,157.96,80.11,0,0,162.68,300.06,1475.27
"2908",21012,555.12549,455.375,0,3.8321133460319e-06,0.0290805845190043,FALSE,1,0,0,0,0,0,0,0,4.85,0,0,3672.95,3616.74,3349.43,3349.43,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.67
"2909",21013,555.15133,934.61,0,0.00135344943723896,0.0721531792320241,FALSE,1,0,0,0,0,0,0,0,3818.14,3466.36,2384.75,3329.58,2035.62,2683.56,2683.56,4050.31,3345.35,3356.12,1492.53,1756.82,1229.06,103.44,3069.92,3328.7,2532.19,2737.26,2095.51,1612.09,320.66,3501.35,3239.68,3959.9,2300.87,2742.47,2214.42,873.69
"2910",21017,555.17622,758.784,0,0.168317114346582,0.0992190576898255,FALSE,1,0,0,0,0,0,0,0,1634.15,2581.33,1609.61,1652.61,1695.68,1927.11,1927.11,1718.77,1912.19,2287.33,55.81,0,0,82.99,1751.52,2604.24,1798.02,47.58,37.55,0,0,1659.39,2353.54,2559.43,56.12,0,0,0
"2911",21025,555.22479,737.135,0,0.02007570429755,0.00571177403077283,FALSE,1,0,0,0,0,0,0,0,286.57,254.49,101.74,0,72.11,0,0,313.82,123.68,201.55,874.25,1792.77,1423.65,2224.13,299.61,205.62,25.83,990.58,1453.31,1977.46,2356.26,273.42,136.72,101.6,1153.1,1570.13,1755.24,1852.21
"2912",21026,555.22476,830.448,0,0.0138592978573582,0.0055101811504002,FALSE,1,0,0,0,0,0,0,0,54.2,74.62,49.74,0,0,0,0,87.06,69.82,120.08,2111.23,2242.95,2714.97,2793.86,80.35,112.05,74.44,1921.05,2170.07,2761.65,2623.37,76.02,31.71,59.16,1521.44,2832.72,2842.11,2756.63
"2913",21063,555.91735,124.7755,0,0.104776669531904,0.426926456585755,FALSE,1,0,0,0,0,0,0,0,1674.95,2182.66,835.18,231.57,524.79,945.97,945.97,1892.87,2382.04,1439.83,0,0,0,0,1562.16,2736.52,962.47,0,0,0,0,1402.08,2179.41,1340.11,0,0,0,0
"2914",21064,555.98518,480.5905,0,0.225901321026891,0.702787621148218,FALSE,1,0,0,0,0,0,0,0,746.97,332.61,0,0,0,0,0,1024.15,515.42,0,213.52,0,0,0,858.09,506.1,0,0,243.44,0,0,1047.51,334.44,338.2,0,0,0,0
"2915",21104,556.61738,783.3545,0,0.092859423292916,0.0615269170887415,FALSE,1,0,0,0,0,0,0,0,683.25,644.22,686.5,827.2,411.44,881.46,881.46,587.14,533.29,817.7,0,123.48,0,0,558.53,812.25,456.11,0,130.15,0,0,579.76,535.14,561.65,0,0,0,0
"2916",21105,556.6944,400.5295,0,0.243176394412563,0.00903966363480361,FALSE,1,0,0,0,394.75,922.54,976.05,955.16,0,0,0,0,0,0,0,0,0,0,1153.44,1782.09,1830.65,1103.05,0,0,0,1396.86,1957.97,2610.22,1366.92,0,0,41.63,1346.74,2861.77,2625.75,1457.5
"2917",21106,556.69472,380.6,0,0.727449833885873,0.00818869583434182,FALSE,1,0,0,0,200.77,1297.94,1421.54,964.99,0,0,0,150.53,85.7,0,0,0,0,0,1358.39,1942.32,1816.03,1244.49,0,0,0,1638.69,1779.21,2812.34,1768.08,0,0,22.07,1736.9,2579.41,2818.81,2373.75
