"index","mzmed","rtmed","matched","qSvsMB","qSvsNC","modelPredicted","predictVal","MB_0","MB_1","MB_2.5","MB_4.5","MB_6.5","MB_8.5","MB_26.5","NC_0","NC_1","NC_2.5","NC_4.5","NC_6.5","NC_8.5","NC_26.5","S1_0","S1_1","S1_2.5","S1_4.5","S1_6.5","S1_8.5","S1_26.5","S2_0","S2_1","S2_2.5","S2_4.5","S2_6.5","S2_8.5","S2_26.5","S3_0","S3_1","S3_2.5","S3_4.5","S3_6.5","S3_8.5","S3_26.5"
"564",4839,261.13455,661.828,0,0.384854784764533,0.743100426898204,FALSE,1,0,7.3,55.97,96.42,106.37,60.42,136.66,907.4,2347.4,2145.93,2704.92,3499.94,3130.33,3130.33,958.48,2260.39,3202.81,3371.37,2303.3,2957.94,3271.55,871.99,2491.58,2824.75,3319.54,3341.69,3557.29,3345.35,938.83,2003.15,2698.99,3016.81,3162.24,3001.12,3180.63
"565",4842,261.1346,543.4305,0,0.0255000866357023,0.00878509125898395,FALSE,1,0,0,0,0,60.19,0,75.8,1223.67,1288.08,1336.15,1155.4,466.39,361.3,361.3,1217.09,1319.48,1647.57,1397.24,1778.37,1642.06,1755.05,1136.12,1298.05,1469.49,1655.47,2291.15,1460.87,1674.83,1135.33,970.67,1211.45,1561.11,1294.16,1866.54,1981.5
"566",4901,261.95776,583.4825,0,0.109196267806675,0.613364838145848,FALSE,1,0,19.65,50,145.47,195.23,79.22,385.88,853.83,1068.64,431.92,75.65,103.54,0,0,869.38,780.55,653.66,54.46,60.54,323.35,70.32,785.57,968.83,564.46,129.35,234.96,84.96,296.37,831.7,999.15,862.16,2512.24,47.27,227.87,190.26
"567",4911,262.03953,95.1716,0,0.126056736234475,0.000870028143306787,FALSE,1,5.77,0,100.48,2906.01,2933.84,4120.34,3379.99,42.35,0,0,0,0,181.15,181.15,0,0,50.24,1282.03,362.32,1657.52,3102.23,0,0,404.02,842,1630.31,1352.97,3766.61,62.14,0,70.59,1551.03,893.14,1254.46,4601.84
"568",4915,262.05701,137.214,0,0.00561757302156508,0.000782727365642263,FALSE,1,0,0,0,49.77,36.43,68.28,98.19,1996.53,1892.05,2161.97,2701.67,3215.58,3144.02,3144.02,2273.09,1325.63,1912.77,679.09,139.87,114.23,97.06,2210.94,2214.43,1693.56,213.95,57.91,184.28,41.19,2309.66,1905.73,1794.84,795.7,152.21,144.8,209.1
"569",4916,262.05698,121.8535,0,0.131154271557613,0.0877124167695234,FALSE,1,0,0,0,705.63,733.21,384.71,917.78,1455.11,2102.96,2138.56,2775.43,2157.94,2262.5,2262.5,2319.02,2459.86,2446.87,2260.58,496.15,630.32,1003.29,1748.91,1936,1397.58,1305.73,644.95,1011.22,1024.39,1527.1,1794.71,1511.97,2358.79,528.21,1350.42,874.2
"570",4917,262.07237,621.13,0,0.524877567779382,0.00463595186242995,FALSE,1,0,0,0,1808.42,2580.51,2746.14,1743.87,456.86,370.95,341.59,121.39,50.21,155.38,155.38,366.5,323.17,375.36,1212.95,2222.19,1930.05,2977.46,323.98,356.08,372.22,2487.17,1867.99,2178.09,3021.96,456.13,388.65,228.94,1766.06,2063.61,2380.37,3189.72
"571",4920,262.07231,739.046,0,0.0184924535723896,0.0185967520862704,FALSE,1,2.97,0,15.58,27.79,0,25.49,19.47,84.35,130.22,24.67,3490.58,3928.62,3607.81,3607.81,99.35,57.65,61.75,39.64,33.49,0,0,86.34,89.62,46.23,18.3,27.27,0,0,81.26,76.55,77.28,0,19.89,0,18.04
"572",4963,263.01758,95.4041,0,0.00309008451809507,0.00393096861562705,FALSE,1,0,0,121.93,220.63,98.27,355.96,645.92,71.19,87.86,590.31,1407.4,1081.82,459.63,459.63,77.81,0,259.37,1869.5,3114.43,4874.02,5422.32,66.71,109.7,411.25,2661.97,3129.42,2282.56,7146.22,92.39,135.68,601.8,4169.16,2831.01,4576.17,7427.38
"573",4975,263.09045,773.828,0,0.0407890421455226,0.00268983408030022,FALSE,1,0,0,0,321.5,185.39,241.68,382.9,21.61,0,142.25,0,0,0,0,39.44,0,0,217.13,610.7,574.37,1197.27,61.24,154,0,558.01,668.07,987.74,1649.57,0,0,0,76.91,616.09,835.24,1233.04
"574",4983,263.1155,646.229,0,0.102752324537814,0.0173292659848283,FALSE,1,0,0,0,238.95,189.86,180.63,305.44,0,0,0,0,0,0,0,0,0,0,2582.06,198.01,2919.56,429.26,0,8.15,14.31,716.93,166.17,367.18,3376.36,14.09,9.83,48.05,727.06,1600.55,1608.88,3177.81
"575",4995,263.86627,51.4774,0,0.46711413253422,0.573714823569435,FALSE,1,147.48,424,1055.17,1381.94,1955.53,1460.77,782.18,343.76,308.9,646.11,2400.67,1454.56,1947.1,1947.1,183.69,432.93,1654.65,2229.68,2042.27,933.19,4887.21,189.91,334.04,1283.98,1813.1,1836.58,2050.24,2705.63,201.86,549.62,568.27,3708.15,2691.46,1574.51,1879.11
"576",4999,263.91332,146.527,0,0.474082580315821,0.0980954959941524,FALSE,1,284.79,278.19,420.37,1496.66,1454.59,1639.07,1633.69,85.88,156.72,317.41,1032.45,1201.9,1393.92,1393.92,81.75,174.39,306.18,2916.32,3604.08,3376.67,3450.4,97.34,174.41,265.84,3770.55,2703.73,3229.12,2995.69,72.6,141.99,221.26,2298.31,2878.09,2486.08,2391.12
"577",5000,263.92224,261.622,0,0.772278642274291,0.00708389314885465,FALSE,1,48.28,104.06,107.74,815.63,1305.81,995.41,1705.26,59.62,104.07,334.69,88.56,212.3,245.55,245.55,55.84,63.66,231.03,559.6,591.94,728.56,999.09,15.92,89.73,275.54,709.21,925.97,1240.66,1363.56,32.39,101.17,256.81,822.95,988.4,702.5,902.63
"578",5007,263.99695,179.5585,0,0.562220523724828,0.737127768387844,FALSE,1,0,388.26,1030.86,3562.89,3408.87,3157.29,5765.84,29.34,437.6,1038.92,3892.23,4672.03,4908.51,4908.51,25.1,397.82,1387.23,4776.73,5154.54,5321.72,4477.4,26.48,438.36,1046.16,2263.34,4911.99,5244.71,4621.73,24.34,392.62,1208.67,3932.71,4615.53,4141.75,4850.07
"579",5011,264.05168,378.9105,0,0.31989541309405,0.445263373097318,FALSE,1,0,307.33,0,546.29,457.81,179.43,140.64,2464.68,1565.53,1150.73,1808.09,698.96,2392.06,2392.06,2400.23,1463.9,1622.14,672.67,816.6,1223.25,1380.6,2444.5,1731.37,1349.2,1393.79,1395.99,1520.7,1295.55,2412.64,1530.66,1342.28,2285.27,1421.81,910.31,940.29
"580",5012,264.04932,411.9715,0,0.0828033691563221,0.625502140846599,FALSE,1,11.44,28.15,135.09,0,0,136.34,106.91,589.92,674.22,529.55,0,145.27,0,0,603.14,579.8,538.27,289.26,99.69,121.69,104.91,594.84,708.66,428.99,558.78,134.63,0,0,600.65,707.07,467.59,579.1,0,244.74,532.07
"581",5015,264.0574,640.964,0,0.280719790718314,0.0200227347517045,FALSE,1,0,45.73,165.77,497.55,155.12,97.81,63.4,2428.56,3014.47,2552.42,4513.72,4344.18,4311.72,4311.72,2596.7,2521.76,3068.17,225.82,481.89,605.75,969.62,2323.91,3092.92,2642.91,216.9,434.86,758.8,1052.8,2470.01,2552.08,3074.75,260.93,306.03,610.1,1000.92
"582",5018,264.08808,591.211,0,0.0574721687499807,0.0658342797039713,FALSE,1,0,0,0,0,0,123.01,167.95,1193.63,1134.05,1253.2,717.19,574.03,782.58,782.58,1180.9,963.25,1099.35,861.44,895.07,1431.17,0,1055.7,1259.75,1214.07,839.1,744.37,1149.17,0,1139.01,1121.62,1204.78,841.2,977.59,1348.32,168.27
"583",5020,264.10951,78.9413,0,0.031789269159252,0.235687462472713,FALSE,1,0,444.24,67.36,1611.8,863.73,1002.48,1224.35,5118.77,8196.49,3867.3,4670.25,5464.72,6120.83,6120.83,6847.57,5842.12,3501.57,2143.95,1699.11,2080.27,2958.81,6450.53,7282.93,4266.9,2408.82,3054.13,2906.83,3398.61,5700.09,5954.02,4417.33,2691.54,2486.16,2516.1,2856.53
"584",5031,264.90845,1379.5,0,0.115645757733663,0.59552147943507,FALSE,1,803.14,0,5191.62,4679.95,6787.42,5959.77,0,567.12,0,2021.7,0,4200.72,2717.36,2717.36,464.24,1625.97,5035.56,0,4384.46,3964.49,5495.62,395.3,1869.31,2901.02,3155.65,5835.02,4524.35,5844.79,366.21,1544.52,4215.09,5308.22,0,4240.3,6034.59
"585",5043,264.93472,1140.74,0,0.203344142620051,0.686233616289008,FALSE,1,232.57,741.83,1667.9,2843.39,3131.18,3120.51,1591.93,247.18,968.13,2409.38,2828,3082.51,2886.04,2886.04,261.73,811.68,1632.68,2445.16,3258.08,3205.67,2930.93,274.65,837.14,2064.64,2412.96,2694.75,3018.53,3381.04,242.42,897.12,1889.87,3199.34,3081.93,3405.14,3040.58
"586",5050,265.00333,483.169,0,0.0139328259002342,0.00590804767906001,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.58,0,0,0,697.86,583.87,1145.53,0,0,0,528.82,790.18,411.72,684.89,4.2,0,0,161.28,825.64,948.66,2010.07
"587",5056,265.09304,123.534,0,0.731281207455528,0.442587458366699,FALSE,1,0,25.65,490.34,0,293.11,0,542.73,1459.37,1614.04,2283.86,525.46,241.9,274.59,274.59,1846.84,2219.36,2949.34,1343.25,1526.25,1534.95,1653.53,1521.34,2197.63,2019.3,1269.65,1124.16,1286.46,1115.44,1668.21,1818.86,1799.48,1738.47,793.46,1788.53,1190.16
"588",5068,265.14818,1362.93,0,0.481735085195075,0.0462401429949523,FALSE,1,1349.42,2224.69,4896.52,6132.53,6389.02,6390.22,6499.33,1580.19,4768.75,10767.58,17012.45,16004.07,19172.45,19172.45,872.82,1903.44,4771.77,6270.83,5455.8,6462.98,6400.22,764.43,2219.56,4927.84,7576.71,7622.01,7914.36,9642.54,849.49,2708,6900.76,10403.64,11077.58,13191.63,13649.73
"589",5085,265.18111,1160.21,0,0.707835200694822,0.611525198417258,FALSE,1,0,0,0,0,0,0,0,2254.88,1799.7,1749.91,1287.97,1454.68,1237.56,1237.56,1863.16,1820.61,2267.37,1096.64,1566.54,1485.63,1561.4,2083.27,1712.95,2080.36,1139.02,1233.4,1659.35,1530.02,2359.22,1525.87,1783.7,1007.66,1639.51,867.24,1595.41
"590",5102,265.95106,1067.04,0,0.176435267099355,0.0727918285976592,FALSE,1,218.08,657.67,1250.5,1609.74,1677.84,2010.14,764.75,170.67,624.74,1856.35,2394.06,2846.6,3086.71,3086.71,145.86,682.37,1527.17,1301.69,1694.39,1700.18,2120.03,191.1,670.42,1554.03,1756.78,2203.97,1607.34,1892.02,192,608.37,1130.01,1912.27,1496.38,2045.57,2175.09
"591",5103,265.95088,1186.61,0,0.754683721083241,0.405708132844753,FALSE,1,194.16,626.9,1094.09,1828.9,1444.97,1523.98,1667.57,206.83,563.73,1524.93,2354.65,3128.87,2524.89,2524.89,150.63,512.35,1139.58,1651.56,1726.32,2708.36,1562.8,188.25,524.2,1326.07,1630.97,2232.66,2235.22,1667.25,145.36,849.93,1195.63,2280.81,2063.38,2434.45,1919.96
"592",5109,266.06731,482.391,0,0.296729300659238,0.0227759895612153,FALSE,1,8.73,56,145.35,255.32,128.04,154.5,314.29,38.33,53.1,0,0,0,0,0,8.73,149.17,226.93,213.58,179.23,1001.21,431.06,41.51,0,148.19,358.28,282.69,1067.84,714.66,60.02,59.35,225.28,279.44,874.39,1079.21,1245.14
"593",5125,266.90543,1379.5,0,0.62804145231659,0.211049684430142,FALSE,1,294.16,0,3179.81,0,3676.55,1977.4,0,215.64,602.98,2011.73,0,1313,1394.33,1394.33,217.03,0,1487.83,1920.35,3391.39,0,3011.4,229.15,905.12,0,0,0,2938.76,3814.1,189.66,623.61,0,1929.1,0,2015.49,2938.82
"594",5136,267.06671,967.385,0,0.0623959779861022,0.216092856620539,FALSE,1,46.71,99.55,323.89,320.52,337.39,406.87,339.39,45.8,118.52,436.03,667.39,783.64,890.52,890.52,95.29,126.68,331.78,708.16,1250.18,957.6,1371.45,102.03,124.73,225.65,951.8,1001.94,1241.87,1228.82,104.6,131.02,135.62,644.93,1581.6,897.84,1521.57
"595",5137,267.07236,93.074,0,0.418150577978498,0.00212236651012467,FALSE,1,1.17,707.49,1779.65,1902.47,2266.86,2473.17,2595.22,9003.43,12475.93,16614.9,26164.4,34258.2,43574.88,43574.88,10700.69,13094.8,17917.94,7893.04,4589.87,4174.02,2668.17,9421.27,12392.54,17680.04,7947.96,4998.31,3971.15,3317.32,9738.04,10781.51,19016.59,9061.96,5207.09,4478.18,3113.16
"596",5139,267.07385,195.124,0,0.562220523724828,0.0327581836183284,FALSE,1,10.54,475.62,1090.91,559.2,287.75,440.84,868.15,33.02,360.94,1058.47,3610.79,3795.88,3767.6,3767.6,55.69,451.18,1319.7,1337.94,1030.14,1552.78,2636.07,42.72,417.91,902.69,1784.89,765.33,987.97,2971.25,38.83,422.58,933.51,1483.54,753.18,919.62,2032.46
"597",5140,267.07544,694.95,0,0.760633322484018,0.636676880355347,FALSE,1,82.41,77.78,369.61,230.19,391.18,366.31,0,545.48,1026.66,515.04,139.78,474.67,409.46,409.46,506.87,565.15,416.03,561.08,127.49,473.33,123.78,391.08,734.75,473.82,562.33,354.89,696.18,331.01,243.81,914.39,565.52,493.12,540.45,262.8,571.26
"598",5142,267.08771,586.759,0,0.0874843198499031,0.00999513497510614,FALSE,1,32.8,60.25,105.99,0,176.52,147.08,133.52,475.57,425.31,193.3,283.06,0,89.38,89.38,425.01,388.11,483.02,1053.38,1140.01,1251.98,362.11,398.37,508.69,305.47,1347.88,948.73,1558.01,413.81,431.1,472.52,555.85,1275.82,1156.32,1041.34,405.17
"599",5150,267.12403,878.166,0,0.00433706143822194,0.00212236651012467,FALSE,1,3.92,18.56,38.74,76.04,51.4,16.46,48.42,293.28,469.79,456,582.81,416.08,430.22,430.22,346.23,349.31,543.13,4475.03,6181.38,5894.1,9517.39,326.65,451.94,509.97,4394.76,5956.82,7195.89,8653.51,253.03,382.02,486,4242.12,5238.91,6536.35,8785.08
"600",5151,267.12408,945.21,0,0.0745888118922319,0.239237396893382,FALSE,1,37.96,82.08,231.51,105.66,344.29,368.44,208.04,1435.67,1960.66,1485.44,1507.06,1628.59,1108.06,1108.06,1725.17,1613.3,1986.57,1525.21,790.05,255.98,175.55,1572.32,1746.68,1820.91,771.55,1095.21,444.59,362.62,1392.62,1680.43,1976.85,2028.59,1017.92,511.99,311.53
"601",5152,267.12416,859.558,0,2.16738337723053e-05,1.07305780551736e-05,FALSE,1,11.79,39.05,160.93,289.16,195.86,338.18,395.31,393.85,517.02,413.64,394.65,313.82,418.44,418.44,433.18,442.06,641.17,1113.24,1393.81,1953.64,3883.5,404.27,501.97,632.27,1053.62,1224.58,2012.28,5397.13,377,453.56,630.08,999.05,2062.44,2168.48,4239.44
"602",5153,267.12175,791.186,0,0.0396465922882748,0.0101588145197645,FALSE,1,19.79,47.35,56.07,156.42,78.19,229.09,155.75,218.4,206.6,217.79,132.57,77.73,201.84,201.84,271.52,285.39,324.52,474.73,1681.05,1588.59,2343.04,236.1,291.06,199.86,940.76,1831.4,1614.13,2293.33,215.61,313.66,187.39,148.04,1501.56,1881.58,2506.7
"603",5154,267.12416,904.004,0,0.000785928767568239,0.000411104574282692,FALSE,1,6.31,13.96,68.56,62.49,127.11,64.58,68.63,260.32,299.15,188.21,283.14,180.38,299.46,299.46,321.57,324.6,502.54,2236.94,2653.25,3125.14,7323.19,254.58,338.31,312.17,1780.09,2482.26,3659.6,5285.58,240.25,245.73,284.51,1865.74,2960.47,3609.99,5256.21
"604",5157,267.12193,921.347,0,0.439907130378058,0.257223845216667,FALSE,1,45.39,57.98,232.08,284.83,247.58,360.11,287.43,517.49,769.23,588.95,796.47,508.96,1597.13,1597.13,737.08,527.49,653.56,832.21,933.71,781.63,1151.63,820.59,954.22,866.25,777.97,1025.82,861.88,965.26,911.72,842.06,927.99,625.46,913.88,528.11,1017.68
"605",5162,267.16059,874.829,0,0.000179369562736449,9.30124838956479e-05,FALSE,1,5.12,0,35.06,59.97,0,46.95,43.19,53.66,0,0,0,0,0,0,265.67,0,66.92,308.9,423.67,314.31,2493.29,27.78,134.85,0,286.65,556.82,827,1890.72,0,128.62,118.12,156.01,418.54,1277.78,2453.12
"606",5194,268.06518,548.81,0,0.647991948546379,0.160731870894353,FALSE,1,19.75,27.15,133.28,114.02,53.73,47.04,123.36,180.92,155.86,153.48,0,0,0,0,173.96,111.21,232.1,2367.29,1394.95,837.69,231.05,158.56,199.12,176.64,2380.79,2431.91,1215.06,138.61,167.59,166.55,126.69,1987.57,3284.16,1001.45,309.64
"607",5208,268.12754,904.353,0,0.0107561683229228,0.00419974818305736,FALSE,1,20.67,39.4,195.39,119.53,278.71,214.09,220.78,38.92,41.8,54.47,93.23,274.85,0,0,28.96,65.65,58.52,569.12,776.39,1200.56,592.4,53.06,88.92,95.46,859.96,902.29,1625.83,2150.59,26.39,19.63,150.89,677.71,1138.25,1467.8,2238.11
"608",5224,269.03396,523.263,0,0.00903817005015173,0.354701571036051,FALSE,1,24.58,80.48,153.55,114.41,305.11,133.58,372.92,2667.33,2692.34,2490.7,2220.12,1948.93,1889.35,1889.35,2658.34,2319.92,2626.93,1193.88,1796.25,1459.42,2002.92,2518.03,2617.3,2093.47,1922.62,1557.66,1780.91,1531.88,2716.77,2223.87,2442.85,2334.31,1475.77,2010.8,565.23
"609",5229,269.04566,1254.57,1,0.74813850146437,0.653712319518052,FALSE,1,0,0,0,0,0,0,0,755.05,562.98,460.77,1464.46,1410.88,681.33,681.33,439.98,622.93,849.43,212.21,226.7,1058.76,0,180.1,74.54,0,607.44,548.2,0,232.47,151.61,76.62,441.08,0,213.58,261.42,344.07
"610",5230,269.04579,1205.35,0,0.087293463935937,0.0257355328577329,FALSE,1,0,16.63,0,0,0,0,0,8.75,0,44.22,59.54,0,0,0,9.01,0,0,1666.33,2641.43,2365.46,84.07,13.95,23.38,0,1909.38,3437.29,2523.8,547.76,16.25,0,0,1159.63,2333.92,1414.08,1709.44
"611",5231,269.06069,865.57,0,0.0361495483585813,0.0596703438941146,FALSE,1,63.02,134.69,334.36,796.84,864.44,989.71,796.44,391.03,233.03,343.28,1150.93,1091.38,969.7,969.7,94.58,126.93,609.71,799.12,1380.42,607.4,2491.31,76.69,128.62,192.05,820.17,926.25,807.48,809.88,57.45,281.08,501.83,885.42,873.61,1103.16,2569.97
"612",5233,269.0702,118.911,0,0.0167887782626471,0.00679458804890752,FALSE,1,0,0,88.29,0,0,74.67,0,10.03,46,72.83,0,0,0,0,10.13,0,51.47,1695.32,5505.57,4190.75,5391.83,8.92,0,85.38,2880.55,4480.97,5622,5371.99,15.51,0,117.65,912.4,4460.58,5018.27,7421.2
"613",5234,269.07029,97.7399,0,0.0112434663438782,0.00883976267373079,FALSE,1,11.02,24.33,112.74,146.09,71.64,62.62,97.25,197.59,89.64,358.16,835.52,795.08,1272.87,1272.87,231.01,196.78,150.61,2973.65,6018.71,6489.48,6885.1,322.63,272.4,238.39,4620.75,5227.49,6288.45,7367.13,258.17,303.55,264.67,847.02,5469.26,5744.16,8063.5
"614",5244,269.13983,606.8905,0,0.00538799115878895,0.00049673666177084,FALSE,1,69.74,249.74,440.62,717.83,314.25,424.45,354.35,731.94,916.4,828.5,512.11,637.6,696.83,696.83,876.62,799.65,1185.59,2191.9,2439.83,2691.93,3138.12,722.46,918.51,1098.29,1716.76,2661.54,2729.69,3562.69,747.28,779.01,895.7,1648.58,1846.36,2832.86,3422.32
"615",5245,269.13974,872.7935,0,0.00323565011097884,0.00212236651012467,FALSE,1,33.63,68.31,213.15,477.66,519,489.02,518.34,1156.65,1668.08,1273.42,740.71,806.47,905.05,905.05,559.51,520.82,1094.74,2220.95,2310.93,2461.33,3447.76,498.31,622.14,847.38,1980.77,2210.7,2348.79,3288.59,495.73,898.19,1319.28,1933.5,2094.47,2403.83,2735.02
"616",5246,269.17619,915.6115,0,6.85722123804297e-05,6.93803866208665e-05,FALSE,1,72.47,203.45,461.65,567.46,468.12,618.29,742.96,580.55,809.28,548.95,368.89,689.9,645.8,645.8,614.17,726.42,945.44,1388.37,1692.7,2196.95,4978.24,586.87,773.41,676.96,1244.52,1672.81,2345.85,5390.91,640.34,687.09,695.88,1373.6,1332.95,2137.07,5160.64
"617",5252,269.9067,1379.12,0,0.787033173484185,0.67372372933964,FALSE,1,197.23,0,1404.11,1048.18,1404.81,884.93,0,47.85,140.51,194.23,368.96,322.79,0,0,44.21,0,0,460.45,305.17,0,0,0,76.51,0,872.17,0,199.74,246.77,12.64,202.78,0,286.45,0,201.39,205.1
"618",5256,269.9474,382.642,0,0.0166426996458616,0.251784132474808,FALSE,1,12.67,38.19,62.26,0,0,0,0,542.98,422.45,332.66,0,0,504.7,504.7,523.94,452.2,465.8,0,0,0,0,598,645.23,0,203.83,0,0,0,563,469.2,220.1,0,0,0,0
"619",5260,269.98075,5.84667,0,0.281373853434178,0.740762562185031,FALSE,1,187.24,357.42,744.42,1075.27,2425.27,2169.59,1086.57,110.75,376.65,1108.09,787.07,690.35,937.44,937.44,72.51,314.07,1058.46,0,975.52,1157.63,1140.5,100.07,0,965.57,1346.63,1422.02,889.65,846.88,85.76,655.63,697.57,860.03,990.52,0,1066.03
"620",5267,270.02053,778.446,0,0.452371741932482,0.736221486227093,FALSE,1,218.06,597.35,1415.15,1280.42,1015.24,1194.86,1266.25,1353.58,723.46,650.78,688.47,659.06,678.04,678.04,1261.15,642.59,799.26,489.16,622.13,1120.47,548.53,920.01,1077.92,688.9,331.7,820.92,715.64,848.49,944.72,846.82,1195.39,515.15,544.43,424.28,474.22
"621",5287,270.1715,526.913,0,0.0407878037319443,0.601711519066322,FALSE,1,0,0,0,0,160.32,0,0,707.59,558.87,185.49,0,0,642.7,642.7,554.07,303.13,213.78,193.23,392.78,0,181.25,591.73,656.11,579.01,0,133.18,0,263.4,607.02,291.11,335.96,159.91,0,161.17,428.57
"622",5306,271.02514,984.404,0,0.0975109242614873,0.0274323638347105,FALSE,1,0,0,0,0,0,0,0,30.62,0,0,0,0,0,0,12.59,0,0,1881.72,3262.01,1976.46,0,0,18.9,34.29,1617.37,3124.63,2362.88,0,30.22,13.47,0,1309.53,2947.34,2080.38,159.58
"623",5317,271.06156,1007.47,1,0.0360121452891248,0.0132024930413434,FALSE,1,0,12.62,16.4,0,0,49.42,40.2,555.06,878.84,685.42,788.2,702.92,764.36,764.36,728.26,739.88,676.51,2947.21,3302.1,2295.88,4405.46,615.78,899.2,628.53,3213.83,2926.65,3433.82,5351.48,587.13,811.4,911.01,2702.62,3187.38,2712.45,3258.72
"624",5318,271.06502,617.527,0,0.00302097646526517,0.00149158760809633,FALSE,1,2.95,11.55,0,66.84,59.7,18.42,15.13,3.91,0,0,69.08,0,22.98,22.98,5.36,8.07,14.34,1653.6,713.15,1019.33,6731.78,2.32,5.4,0,1733.09,1017.39,1467.56,6013.44,3.27,13.13,10.19,1195.82,1183.83,1227.21,3204.22
"625",5321,271.0842,617.3545,0,0.00640320213273412,0.00305573394814803,FALSE,1,3.11,0,0,70.26,42.64,19.4,15.93,2.81,0,0,72.99,0,24.29,24.29,0,8.47,15.08,1110.17,721.18,880.69,6739.58,2.44,0,0,1753.53,982.66,1449.2,5876.54,1.68,9.53,0,1099.13,1123.8,177.95,299.54
"626",5323,271.09508,320.962,0,0.447179561680959,0.0179409451723888,FALSE,1,1.86,2220.02,4520.51,15780.88,14103.61,13246.23,534.65,135.53,1385.79,4406.24,18617.49,15754.61,26205.43,26205.43,204.01,2257.21,6438.89,153.29,11940.37,131.64,2083.16,176.8,1728.93,4781.15,12795.38,346.4,312.68,1153.7,199.46,2320.85,3624.13,16962.24,331.73,261.94,2740.38
"627",5332,271.15555,689.775,0,0.0512205895457808,0.299930652275577,FALSE,1,31.48,51.42,101.19,176.58,284.98,302.95,335.24,1116.24,1047.16,747.63,850.66,1346.82,1070.45,1070.45,1211.85,1032.13,1140.87,1105.36,1417.57,1309.57,1864.21,1021.78,1123.21,1154.57,1443.62,1354.12,1772.59,1540.1,1017.09,1086.87,1271.16,1405.06,1062.86,1285.59,1700.22
"628",5345,271.89985,63.6975,0,0.689508271637905,0.317149122025733,FALSE,1,181.81,314.1,0,0,0,0,0,65.81,204.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514.52,0,0,248.81,0,0,0,0,0
"629",5363,272.06031,237.201,0,0.153838750402683,0.513167059730806,FALSE,1,0,266.18,131.58,482.12,103.97,89.72,0,960.27,646.53,665.43,509.92,161.08,80.04,80.04,1088.51,696.13,183.71,0,0,0,114.41,925.85,844.5,363.59,73.9,0,86.22,0,994.16,694.87,617.85,0,0,95.36,191.26
"630",5369,272.09327,858.11,0,0.631657910521752,0.722504715821051,FALSE,1,0,0,0,338.57,310.57,254.45,369.04,1589.56,2079.98,1984.66,2095.19,2309.04,2388.31,2388.31,1737.21,1826.75,2168.37,2318.48,2550.23,2514.98,2541.45,1569.71,2134.05,2066.05,2038.24,2465.22,2438.61,2686.35,1604.56,1838.61,2332.03,2295.71,2141.36,2364.02,2207.69
"631",5370,272.08915,95.1917,0,0.459466766851343,0.0906152768598709,FALSE,1,0,790,924.49,4646.01,4712.32,5523.58,4780.34,16.48,640.7,1033.97,15637.27,12616.54,12917.96,12917.96,109.5,635.73,1166.88,2968.9,2170.53,2196.21,4194.07,0,591.37,1177,2996.27,2430.19,2224.85,3453.44,23.55,655.17,1065.62,3395.98,3131.53,4177.02,3686.6
"632",5374,272.12542,81.275,0,0.379261529326132,0.0129746418976516,FALSE,1,0,2118.21,6185.82,2838.73,5354.84,8763.02,141.94,74.44,1332.64,956.09,12040.92,16163.52,14022.53,14022.53,68.11,1173.36,721.5,645.78,401.6,209.67,99.96,74.27,1544.26,894.07,743.04,1903.34,331.34,180.95,78.5,1489.44,942.97,1628.6,2599.17,298.79,0
"633",5386,272.89912,63.5084,0,0.282614160861273,0.0685212429570862,FALSE,1,1719.93,1582.47,384.81,1865.57,726.9,851.4,432.2,18.6,182.02,0,0,566.68,379.5,379.5,238.34,407.94,0,925.24,452.17,775.35,3877.52,261.02,156.25,0,470.24,764.61,423.28,207.42,0,137.05,0,213.19,235.95,560.02,163.89
"634",5389,272.93477,189.1945,0,0.058015277661307,0.0619655015015337,FALSE,1,7.32,0,48.82,192.1,223.46,117.07,117.22,835.74,403.71,373.01,1509.88,1072.11,1319.89,1319.89,924.35,582.26,208.25,482.01,69.2,209.22,222.25,826.54,734.86,200.2,399.61,0,219.96,141.36,797.33,710.91,366.54,132.57,173.9,150.35,364.06
"635",5395,272.99278,146.697,0,0.302198294650949,0.0171386101227262,FALSE,1,0,0,0,1038.61,1158.51,1207.17,1195.87,171.5,170.72,140.33,608.73,534.15,659.98,659.98,215.39,139.27,111.19,1606.58,3372.31,3216.05,4187.49,60.79,212.16,146.1,3063,2340.39,2678.74,2784.9,173.71,196.92,216.58,2218.48,2372.45,2406.27,2396.55
"636",5398,273.00782,755.884,0,0.0139155550656398,0.01105427373231,FALSE,1,0,1.62,30.53,4.69,0,0,0,11909.15,13431.17,10707.73,10583.9,10322.23,10655.23,10655.23,13626.4,10363.03,12583.35,1599.89,0,0,0,16891.25,12332.43,10674.2,455.05,8.3,11.67,3.76,17073.84,10885.69,11531.76,2819.19,29.51,0,0
"637",5399,273.00772,772.6285,0,0.0232648573100331,0.00946113389244329,FALSE,1,0,0,4.47,0,0,0,0,7307.75,7584.85,6693.57,7029.4,7787.33,7416.93,7416.93,7408.7,7347.79,7671.78,2893.95,9.05,8.97,0,7155.79,8122.39,7137.99,1115.16,64.18,0,0,6851.33,6781.72,7536.29,3634.2,542.97,45.48,8.93
