"index","mzmed","rtmed","matched","qSvsMB","qSvsNC","swipesRight","swipesTotal","MB_0","MB_1","MB_2.5","MB_4.5","MB_6.5","MB_8.5","MB_26.5","NC_0","NC_1","NC_2.5","NC_4.5","NC_6.5","NC_8.5","NC_26.5","S1_0","S1_1","S1_2.5","S1_4.5","S1_6.5","S1_8.5","S1_26.5","S2_0","S2_1","S2_2.5","S2_4.5","S2_6.5","S2_8.5","S2_26.5","S3_0","S3_1","S3_2.5","S3_4.5","S3_6.5","S3_8.5","S3_26.5"
10004,293.21061,947.1395,0,0.63155,0.61141,0,0,17.15,21.94,274.07,365.68,294.66,324.28,212.77,4879.05,9416.22,4991.64,7031.78,4638.7,5961.11,5961.11,5432.61,5676.5,9416.63,5667.12,5496.11,5845.05,5732.14,7857.38,6850.54,5266.91,5566.96,5556.63,6976.44,7829.73,5286.78,5476.66,6420.31,5578,5800.22,6217.54,10061.96
10036,293.95715,86.6926,0,0.3574,0.08438,0,0,27.16,30.79,56.23,6812.79,7779.88,8235.91,237.92,2133.17,1180.73,5065.9,5980.19,6831.97,1681.12,1681.12,2648.04,2065.55,5234.31,8663.94,2840.68,15683.09,13918.56,2468.83,1906.32,6614.88,10612.82,8425.53,10464.16,11440.03,2131.4,2071.03,4891.25,8560.94,9674.48,9686.66,11304.89
10040,293.99903,26.5216,0,0.70414,0.1979,0,0,288.51,893.56,2671.07,3789.74,3602.16,3426.43,5556.48,641.15,1020.21,1985.74,3070.88,2828.36,3509.13,3509.13,238.77,937.7,2252.67,2886.04,2721.46,2360.33,3403.14,304.6,930.6,4620.24,3005.27,5613.62,6320.96,3489.02,353.69,903.93,1448.75,2741.83,3173.21,4155.87,1836.06
10068,294.1543,126.6595,0,0.01905,0.02381,0,0,0,218.78,198.04,373.85,389.42,409.39,487.12,31754.21,29005.32,21867.55,65473.03,57506.48,60550.5,60550.5,37503.09,25896.16,29525,16411.63,8127.09,9774.68,13456.94,38570.48,23701.28,27038.34,13904.94,8046.11,8908.57,15278.33,35378.04,32220.15,25212.6,16006.82,13389.53,12334.88,8086.05
10094,294.63727,581.646,0,0.50032,0.66984,0,0,0,0,0,928.14,1193.51,1267.1,1134.07,0,0,0,3023.3,1361.23,2462.16,2462.16,0,0,0,760.5,1534.34,1381.62,3016.4,0,0,0,1621.56,2528.77,2248.82,3821.03,0,0,0,736.71,1766.6,1789.09,1275.23
10114,294.84278,73.5743,0,0.70959,0.74111,0,0,17.91,0,0,0,0,0,0,4081.12,1525.57,0,0,0,0,0,3965.79,1729.67,0,0,0,0,0,3987.83,1835.18,0,0,0,0,0,3839.8,1566.23,0,0,0,0,0
10117,294.86226,1374.41,0,0.51482,0.25958,0,0,65.02,0,584.94,365.62,541.09,351.13,197.98,162.45,525.19,923.08,1130.06,1401.82,1119.26,1119.26,51.05,73.87,166.67,602.93,341.46,0,1465.59,49.36,210.44,0,0,671.12,1019.53,539.9,69.94,77.44,620.56,200.84,1307.98,1068.07,1028.01
10121,294.97713,383.79,0,0.21737,0.74111,0,0,0,0,0,0,0,0,0,1497.18,1219.64,1490.74,0,0,0,0,1666.15,1371.19,1524.41,0,0,210.4,0,1460.51,1511.57,1383.18,0,0,301.47,0,1592.98,1501.04,1660.6,0,0,0,0
10125,295.01334,482.904,0,0.03971,0.00938,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,0,0,0,0,0,2122.7,5827.95,4911.17,6716.33,3.52,12.57,0,2694.87,4568.42,5205.84,6498.94,0,10.84,0,698.58,4294.92,4972.49,6771.91
10135,295.10189,935.826,0,0.57212,0.32117,0,0,0,0,0,0,0,0,0,1255.53,2166.87,2719.3,2674.21,2925.92,2308.24,2308.24,1502.46,1590.92,2865.71,2125.48,2239.62,2441.94,548.21,1209.82,1985.7,2440.98,1690.91,3330.49,1580.66,1002.67,1341.34,2063.07,3142.23,2488.68,2315.61,2549.37,894.88
10138,295.11313,83.0647,0,0.03401,0.12312,0,0,1.83,0,81.81,400.55,1028.15,985.84,933.57,13570.28,12894.9,12565.84,6633.93,7957.39,8034.58,8034.58,15970.69,12071.79,11460.1,3113.45,1671.48,3008.96,1604,13412.37,13389.59,12438.36,2173.76,1090.93,2456.01,1443.44,13551.69,11984.74,11733.47,3830.12,2422.64,1223.12,1489.93
10140,295.11721,746.3835,0,0.03713,0.68492,0,0,0,0,0,0,0,0,0,956.4,1139.77,566.05,366.43,0,0,0,957.53,973.31,490.68,0,0,0,0,886.5,694.36,773.53,0,0,0,0,1009.62,765.42,411.15,0,0,0,0
10141,295.11321,104.242,0,0.57463,0.73953,0,0,0,0,0,1046.29,1020.89,1546.71,1416.66,3773.23,6024.25,1586.82,2989.27,2953.12,3016.88,3016.88,3781.79,3580.41,1835.22,2398.38,2571.77,2642.9,2211.51,3280.32,4876.59,1707.93,2559.58,2850.31,2370.71,2434.88,3338.19,4608.45,1925.85,2436.49,2556.6,2938.76,2902.65
10144,295.12839,181.6115,0,0.72733,0.2958,0,0,0,2494.74,6805.91,13084.36,16992.51,19395.67,23.66,48.4,2513.05,5408.48,22637.48,23935.9,14777.28,14777.28,43.82,2593.92,6078.73,13152.57,14110.78,3536.19,0,42.45,2549.22,5734.61,12447.62,14408.21,14516.2,32.89,28.92,2329.21,3018.9,10821.45,10785.86,9337.36,91.55
10180,295.52525,819.2525,0,0.48485,0.46807,0,0,0,0,0,0,0,0,0,839.83,1315.52,470.74,0,413.84,718.11,718.11,832.03,1135.54,1248.69,0,0,0,0,798.32,862.23,1194.57,0,0,0,0,630.72,1017.85,781.86,0,0,0,0
10198,295.99736,640.56,0,0.00791,0.00189,0,0,93.5,262.45,838.01,574.59,620.41,448.21,689.12,86.99,224.64,629.51,356.48,273.7,190.87,190.87,88.87,196.04,661.29,5693.06,9225.61,12147.14,16385.32,52.35,251.38,682.15,6008.8,9591.89,11578.35,15141.7,77.5,216.69,573.92,3935.32,8387.81,10960.13,16157.19
10224,296.15912,125.486,0,0.03604,0.22605,0,0,0,62.32,0,108.71,294.97,64.13,0,5912.94,3981.54,3006.63,7602.36,7583.78,4027.21,4027.21,6179.48,3634.02,3767.83,955.21,666.35,1136.89,597.09,3564.48,3582.77,3017.18,827.69,1114.69,1019.1,567.55,4898.09,3864.11,3549.29,1543.01,678.98,725.36,969.55
10241,296.25545,925.7875,0,0.11611,0.13794,0,0,0,0,0,0,0,0,0,0,0,0,7626.9,6915.47,12368.86,12368.86,0,0,0,4969.66,5481.22,3115.23,6304.48,0,0,0,5594.78,30.51,6033.07,5629.61,0,0,0,4322.16,7587.31,6008.15,6757.29
10242,296.29422,1218.38,0,0.70595,0.72431,0,0,227.11,464.31,0,1939.05,1868.28,2299.91,666.31,359.13,755.71,3121.88,1451.1,1733.49,2429.49,2429.49,252.19,109.06,1818.72,1160.66,2570.85,1886.35,2737.29,253.01,797.62,820.53,1927.88,1433.39,2331.71,1698.39,121.37,651.13,980.62,1188.18,541.46,2229.32,2521.26
10291,297.16904,595.759,0,0.44859,0.07831,0,0,121.83,158.83,405.11,259.4,508.49,538.15,0,375.62,225.08,298.05,0,811.04,672.45,672.45,336.37,78.04,554.72,1474.79,920.97,1318.57,0,388.73,356.6,461.21,0,1046.53,1600.22,0,225.38,145.97,224.66,468.65,1603.46,1113.62,0
10306,297.242,976.609,0,0.15352,0.20267,0,0,25.65,0,104.25,185.32,175.07,194.36,148.61,2852.64,4147.87,3968.33,4069.61,4060.95,3408.79,3408.79,3173.54,3939.26,4088.56,4941.73,4762.64,4423.05,4379.26,2775.16,3883.67,3719.11,4323.62,4812.47,4420.1,5398.01,3007.62,3555.17,4208.14,3790.49,3942.87,4746.83,4610.08
10315,297.62519,339.7965,0,0.46498,0.54214,0,0,0,110.38,0,335.89,261.88,365.55,0,0,0,0,2075.39,1231.07,819.01,819.01,0,0,0,503.09,934.48,286.48,340.11,0,0,0,0,0,565.85,330.1,0,0,0,384.34,0,773.09,663.54
10348,298.12792,936.987,0,0.07054,0.21956,0,0,0,0,89.35,0,0,0,0,454.16,980.4,1854.04,1278.69,1662.58,1035.57,1035.57,698.21,1036.52,1482.15,1022.32,1220.35,1882.26,2538.62,619.3,1552.06,761.99,2052.22,1282.5,1303.75,1298.38,517.65,666.05,2128.16,1391.25,1813.25,2144.67,3225.06
10357,298.1721,61.81215,0,0.47486,0.26702,0,0,0,681.67,564.42,334.19,201.98,511.79,849.4,0,518.62,184.82,1142.05,1506.09,1861.19,1861.19,0,386.98,400.87,0,982.41,1447.07,1993.97,0,204.57,0,221.76,767.19,1296.27,2455.28,0,342.71,621.89,0,1354.4,1247.85,1967.1
10362,298.23076,64.7764,0,0.33909,0.14936,0,0,0,415.96,752.89,439.04,634.07,839.39,733.25,9.16,646.18,332.44,2636.81,2406.96,2653.02,2653.02,0,409.93,327.38,381.55,1151.21,1251.52,1469.73,0,389.64,360,377.12,967.92,1188.26,2391.73,0,535.07,779.82,632.58,1384.81,1300.63,1915.96
10364,298.24346,1281.89,0,0.27766,0.33325,0,0,224.38,940.07,2058.46,1749.7,1380.83,3051.99,961.78,121.12,511.99,3120.32,2145.84,1785.1,2501.95,2501.95,191.77,690.01,2470.19,1712.97,5846.27,3052.74,4077.9,224.28,1066.85,1994.87,1373.05,1801.98,2414.25,4906.93,145.95,764.47,1220.16,4016.27,1723.54,2875.78,4561.42
10369,298.31026,1316.215,0,0.57462,0.69474,0,0,15.72,223.35,429.23,1267.59,1102.18,1432.09,1174.3,13.73,112.18,811,1270.76,0,0,0,92.54,52.44,933.75,962.32,0,132.78,404.36,17.92,71.66,383.52,653.26,0,1194.05,187.53,14.58,0,443.08,487.47,378.41,217.06,134.17
10422,299.15281,88.8008,0,0.1704,0.01287,0,0,4.72,88.07,513.24,1912.48,1844.93,5660.66,4568.86,5.55,215.36,445.97,2376.48,1889.86,4426.59,4426.59,39.32,23.06,145.39,1619.56,2505.09,2822.99,13370.89,17.81,0,402.27,1795.43,7283.5,8049.02,11527.66,11.31,0,173.73,1898,3262.45,2971.52,9939.61
10424,299.17126,82.0461,0,0.12909,0.09688,0,0,2.95,1201.8,780.11,3044.72,2869.68,2366.12,2909.94,34.47,763.17,755.06,7704.76,8414.19,7137,7137,9.71,1158.28,626.08,2543.22,3622.63,3260.06,17849.37,19.26,859.49,649.03,2470.74,2652.09,3381.7,2931.1,14.24,919.09,335.99,3117.26,2783.66,2716.46,2588.97
10470,300.04975,924.0575,0,0.1917,0.03024,0,0,0,0,0,66.92,0,0,0,8.51,0,0,0,0,0,0,0,0,0,3324.97,868.35,2350.31,0,0,0,0,3251.7,2634.05,4731.23,0,7.57,0,0,3173.69,3719.97,4502.14,90.03
10475,300.07361,882.872,0,0.55621,0.16101,0,0,27.52,95.94,286.47,578.14,238.33,0,413.28,324.15,233.24,300.21,547.09,858.48,677.45,677.45,333.58,368.65,567.73,621.41,1950.51,577.75,1211.76,209.56,212.78,437.42,1714.52,1265.7,1426.65,1396.96,330.41,174.12,502.04,894.53,646.71,1493.97,686.2
10498,300.15484,484.489,0,0.47912,0.03111,0,0,89.81,250.6,534.62,702.18,710.47,599.26,433.68,12.46,162.55,84.36,9064.17,8858.48,9522.59,9522.59,65.24,204.44,394.34,1070.81,1070.94,1080.23,795.2,48.26,223.77,235.62,870.04,607.93,1375.87,839.55,9.56,169.49,188.18,1287.66,1110.31,1788.52,1329.82
10557,301.03383,984.168,0,0.19705,0.03047,0,0,0,0,0,0,0,0,0,121.04,159.14,0,0,0,33.96,33.96,151.46,178.11,0,5845.08,9149.68,5947.32,34.66,141.99,145.1,0,5698.52,8848.8,7426.96,37.51,132.82,65.25,0,3650.31,8965.89,6170.65,603.59
10558,301.03376,771.4285,0,0.47265,0.2331,0,0,0,0,0,0,0,0,0,4977.1,6614.27,6646.92,4255.08,3350.15,3348.14,3348.14,8488.37,9259.4,11330.82,68.53,0,0,0,6066.45,9262.91,8749.27,150.79,52.31,59.96,70.27,5504.13,6860.02,8198.14,0,65.4,0,0
10564,301.07697,61.154,0,0.63507,0.04807,0,0,6.55,1110.28,1315.15,2083.99,2215.03,2046.07,1526.21,686.37,874.07,1051.68,4421.22,4140.7,5571.45,5571.45,557.05,766.47,1987.13,1584.33,2728.07,611.82,2916.87,629.85,798.46,1065.55,1861.41,2356.47,3275.72,3099.5,386.94,1432.61,1395.4,2468.53,2472.32,3722.9,3089.32
10590,301.15859,271.46,0,0.73887,0.03011,0,0,7.88,232.15,279.95,556.75,934.33,760.36,997.56,0,474.09,525.91,3269.11,2579.63,3514.96,3514.96,0,293.82,262.39,408.16,1099.75,999.97,734,0,370.62,264.11,857.81,773.49,778.02,481.47,0,414.46,718.76,756.87,469.05,537.58,469.32
10596,301.17351,808.634,0,0.60117,0.01635,0,0,14.59,269.08,433.93,905.45,720.77,395.62,1676.91,50.77,109.03,420.4,445.84,1052.78,555.26,555.26,26.96,0,89.05,389.03,1318.84,1268.21,646.41,35.31,40.31,335.45,338.02,1026.98,1996.64,2947.61,12.49,53.8,108.84,928.52,1752.94,1104.17,3738.59
10650,302.06538,923.847,0,0.22592,0.03709,0,0,5.22,38.1,69.37,82.83,196.83,124.1,138.84,22.8,14.62,97.16,257.04,259.15,678.07,678.07,8.63,40.41,143.95,10219.76,3202.02,6555.94,158.65,16.97,27.37,126.12,9809.77,6183.15,14548.66,175.17,17.47,49.91,134.97,9743.94,11626.98,13653.35,1800.15
10652,302.06897,356.87,0,0.08432,0.01669,0,0,7.03,3.98,60.15,217.3,88.11,195.76,140.55,106.64,38.73,29.56,182.67,277.55,163.01,163.01,51.04,26.16,31.86,6964.63,7535.89,14082.18,6603.44,71.62,16.34,52.23,8686.09,11045.36,18514.06,13890.57,63.04,8.76,35.07,4217.79,13685.17,21233.16,19762.57
10685,302.15936,578.156,0,0.28247,0.45111,0,0,19.07,250.57,568.05,660.5,320.15,227.2,740.22,1526.85,1723.56,1120.82,1055.31,1043.99,1140.77,1140.77,1774.18,1542.31,1103.57,1324.63,927.29,809.05,1128.17,1594.2,1793.95,1680.18,1447.27,960.01,1447.69,609.07,1617.04,1941.02,1727.35,954.94,601.63,578.56,1462.68
10712,302.30488,1004.61,0,0.20606,0.51231,0,0,31.44,81.45,211.91,351.65,317.04,361.37,353.5,4.2,85.4,140.91,43322.64,39411.82,54241.66,54241.66,31.58,54.42,233.48,37234.33,45155,28774.27,44354.17,40.75,78.6,80.47,38213.08,1188.87,36447.02,40742.98,10.67,75.03,190.37,34057.3,47279.53,30123.4,42211.12
10731,302.67577,391.913,0,0.78487,0.01955,0,0,0,0,0,137.88,0,197.21,287.37,0,0,0,1789.17,3624.25,3071.07,3071.07,0,0,0,0,0,176.92,0,0,39.63,0,176.16,200.33,0,0,0,32.87,81.86,0,0,0,232.53
10739,303.00291,123.727,0,0.69551,0.7259,0,0,0,78.07,0,723.39,1024.68,1229,965.82,76.19,668.71,901.46,422.59,0,926.08,926.08,106.16,1068.6,648.86,519.18,869.18,466.98,2952.88,175.86,773.85,673.25,274.14,709.54,887.07,564.69,177.51,530.28,1189.7,688.07,450.03,932.03,248.59
10745,303.04947,984.334,1,0.22047,0.0343,0,0,0,0,0,0,0,0,0,411.6,574.98,19.36,92.01,252.75,275.62,275.62,409.42,397.77,0,23801.95,39593.17,25031.63,530.54,452.83,540.96,16.96,24641.63,44186.98,35796.91,540.97,450.78,469.69,35.42,16309.45,46814.74,31421.44,2863.18
10746,303.04917,772.249,0,0.10602,0.0248,0,0,0,0,26.8,0,0,0,0,4101.24,5854.87,5373.69,4508.21,4836.03,5594.28,5594.28,9111.38,4314.4,4707.19,68.8,0,0,0,3614.22,5565.83,4641.46,0,0,0,0,3943.68,5255.94,5630.58,0,71.11,0,0
10747,303.04934,662.829,0,0.03971,0.11043,0,0,0,0,0,66.67,0,0,0,4564.92,5603.62,4980.56,4481.21,2682.47,3938.76,3938.76,4861.57,4396.89,5431.92,3065.92,2053.36,1859.07,381.11,4392.08,5214.42,4613.11,3464.87,3012.78,2016.99,258.24,4407.69,4411.25,5210.85,3071.46,2501.7,2107.9,514.62
10749,303.0494,757.817,0,0.0436,0.03411,0,0,0,0,0,0,0,0,0,5053.49,6571.66,5382.99,4740.39,4099.63,4732.18,4732.18,5346.78,4994.82,5353.23,2012.01,187.6,0,0,4823.39,6384.82,5079.46,2339.74,0,0,0,5551.29,5698.99,5317.64,2255.42,131.72,0,0
10753,303.08851,61.75745,0,0.04156,0.00541,0,0,23.53,586.95,1201.08,1382.48,977.93,1465.36,1237.83,56.27,145.37,458.03,1217.15,1409.13,1397.21,1397.21,73.73,503.23,827.29,1928.3,2326.17,2936.19,4304.92,61.91,170.87,761.08,2258.47,2998.2,3276.26,4333.25,56.73,353.78,605.2,2545.67,2954.63,3461.86,3735.91
10761,303.13343,860.4965,0,0.24387,0.67831,0,0,24,167.11,0,622.67,496.62,882.56,525.36,979.35,1250.03,848.04,1411.84,587.01,1052.79,1052.79,1177.26,926.6,596.76,952.71,1065.77,731.65,768.2,1265.55,1078.62,789.88,335.04,910.62,285.14,1592.22,1147.78,1189.09,905.97,321.49,518.05,1318.61,551.8
10765,303.14204,351.683,0,0.46463,0.41681,0,0,53.52,591.22,2057.36,775.79,455.85,439.39,485.87,39.62,14.97,2322.11,2291.47,2652.78,2003.35,2003.35,40.75,18.2,2912.62,2611.48,2201.95,2466.18,816.71,35.62,55.28,2468.09,1505.57,2777.75,5502.13,3966.29,35.58,34.93,2266.78,1431.68,2391.19,5790.42,6111.1
10769,303.14548,57.5852,0,0.14995,0.04192,0,0,17.41,440.77,1067.54,1748.23,1699.01,2012.42,1092.31,0,566.81,334.88,1272.26,1529.01,720.63,720.63,24.46,489.58,923.66,1923.86,3192.66,2777.65,2390.28,30.53,73.8,654.87,1268.28,2882.96,1243.8,3284.45,48.81,446.31,642.98,1886.13,1863.15,3313.46,2622.06
10774,303.15419,327.6545,0,0.7472,0.6954,0,0,0,44.47,118.84,320.41,354.69,366.53,0,0,142.32,0,251.61,2002.97,0,0,0,46.44,0,866.67,800.5,1263.36,266.36,0,0,0,0,1051.3,1537.25,0,0,0,110.05,2663.59,378.81,1643.71,152.26
10832,304.0585,73.53095,0,0.42464,0.69635,0,0,3.11,1423.52,3757.53,7937.72,4748.58,7440.66,7617.95,6697.56,9466.35,2927.55,2277.33,6495.86,5790.01,5790.01,9769.35,9596.94,3239.95,6150.38,7680.23,8909.01,5382.12,9474.26,8266.41,2291.75,6969.32,3397.55,3550.96,3976.54,9365.42,9942.92,4136.58,7407.29,3949.18,7848.17,5080.9
10852,304.14997,248.9585,0,0.69414,0.18012,0,0,3103.58,7836.61,5101.81,3219.24,27790.43,26735.31,537.1,1514.23,4091.2,3780.19,14617.83,13957.9,9314.39,9314.39,2439.85,7348.17,5255.96,23703.02,1695.39,1667.1,22965.94,2314.13,6508.53,4497.29,3184.62,20637.02,20768.95,20708.99,1802.21,5005.62,4257.92,3959.08,18028.75,17009.54,16900.77
10884,304.29942,1046.17,0,0.47696,0.47175,0,0,341.7,2589.43,4308.35,5589.06,5314.12,6423.98,7030.76,401.83,3077.33,4729.15,7644.57,11680.14,6835.99,6835.99,459.69,2567.33,6846.02,8773.34,10156.41,7960.76,8924.25,408.16,2993.95,6166.6,8614.82,8612.8,30483.65,9157.21,379.47,2409.55,5644.39,7134.2,7745.17,7803.62,8574.16
10912,304.99771,669.547,0,0.04432,0.74111,0,0,0,0,0,0,0,0,0,960.06,936.7,0,0,0,0,0,878.23,673.62,929.63,0,0,0,0,896.86,851.62,0,0,0,0,0,920,1034.04,569.33,0,0,0,0
10922,305.07786,1068.64,0,0.5742,0.54427,0,0,63.2,87.5,0,694.26,290.2,0,0,879.92,1081.7,388.95,1490.29,371.69,548.37,548.37,1181.41,910.77,1228.65,693.72,657.49,338.96,377.47,1020.72,1533.93,321.86,501.46,502.2,279.5,1081.07,1064.46,1503.43,888.4,647.58,0,374.44,606.5
10924,305.08617,936.498,0,0.10733,0.22414,0,0,5.81,0,0,71.59,0,52.94,0,2137.57,3612.58,5014.13,3191.8,4286.78,3567.33,3567.33,2696.34,2920.46,3959.38,3580.32,3539.77,3853.59,6245.4,2108.37,3534.36,4189.02,3517.4,4316.51,3883.33,5689.95,2117.58,2873.23,4680.57,4596.71,4242.74,5382.3,6525.07
11005,306.05203,62.9487,0,0.7451,0.0269,0,0,0,390.67,565.3,1101.66,993.19,2313.47,885.32,0,122.75,625.44,292.19,0,450.19,450.19,0,0,585.36,563.84,1094.32,1443.62,2109.78,0,140.17,616.8,876.48,915.55,1674.64,2495.64,45.89,311.38,687.79,837.55,1119.11,2376.2,1517.59
11051,306.26337,847.183,0,0.1838,0.32143,0,0,0,0,0,0,0,0,0,0,0,0,3759.94,3371.24,3159.46,3159.46,0,0,0,1241.69,1423.92,1292.43,1901.42,0,0,0,1644.53,0,1937.34,1692.95,0,0,0,2053.66,2164.39,2063.8,1703.88
11073,306.89188,989.839,0,0.52114,0.2265,0,0,453.83,1435.52,2079.4,3819.97,4934.42,2931.28,7637.5,132.74,698.76,879.09,1697.52,924.87,1328.58,1328.58,232.57,961.82,1056.11,2512.5,2482.62,2448.18,3022.84,192.2,857.25,1153.74,2185.24,2639.83,1876.68,2965.32,158.86,1038.08,1075.54,2448.32,1741.36,2163.05,2278.03
11085,307.01335,740.258,0,0.50312,0.69614,0,0,0,0,0,169.46,0,0,0,1641.68,2200.8,2357.23,613.47,918.66,0,0,1882.54,1932.6,2473.31,0,0,209.8,0,1740.81,2607.43,2692.85,0,0,0,0,1769.14,2271.04,2626.61,263.84,0,0,0
11096,307.06452,190.507,0,0.21351,0.15642,0,0,0,0,0,295.63,153.88,317.07,328.61,1553.52,2229.17,2227.33,2065.52,1771.6,1733.61,1733.61,1472.25,1905.26,2246.7,0,458.45,0,669.72,1517.57,1669.3,1590.43,151.07,886.14,0,542.94,1284.93,1892.05,1527.87,1428.76,731.5,454.63,420.15
11103,307.11477,577.5365,0,0.06879,0.02557,0,0,0,0,0,491.53,0,380.95,167.69,1467.07,1425.54,892.26,1960.41,1652.47,3438.19,3438.19,1480.62,873.7,691.66,796.2,222.13,0,0,1206.19,1299.05,947.19,148,450.82,0,0,1411.27,952.74,873.6,1539.74,251.35,0,0
11104,307.11475,597.43,0,0.0023,0.00064,0,0,0,0,0,0,0,127.22,0,186.57,81.97,149.95,0,0,0,0,268.63,118.53,130.72,738.84,679.14,1770.41,2844.89,207.85,235.89,0,513.8,1181.32,1198.97,3546.61,238.49,197.94,165.44,668.33,1248.61,853.48,2482.8
11107,307.12841,612.016,0,0.1956,0.18291,0,0,10.32,0,0,0,0,160.37,0,1826.52,1892.91,1539.68,944.56,1262.14,0,0,1866.91,1592.6,1847.14,286.64,253.62,528.51,971,1747.86,2158.28,1673.91,649.31,879.59,1134.87,856.06,1807.98,1858.48,1628.05,886.7,892.59,518.77,1731.31
11118,307.15022,92.3599,0,0.38726,0.08332,0,0,7.55,931.39,2356.73,5063.54,3353.74,4028.45,1624.98,7097.26,4036.34,4614.2,4524.68,11503.2,11971.27,11971.27,6830.57,4056.17,3593.44,5306.25,4090.85,4810.31,2354.05,7421.97,4888.21,3992.12,5947.53,3158.22,4041.58,1689.79,7580.34,4304.83,4587.92,2789.97,3687.47,4588.85,4377.18
11122,307.16815,245.5775,0,0.43256,0.01327,0,0,23.82,24.99,148.33,1320.2,991,669.43,84.53,765.38,471.84,351.15,3800.32,3649.93,6006.15,6006.15,1103.65,675.89,685.59,950.33,0,161.48,0,685.64,417.91,551.76,136.62,0,229.46,90.6,1069.34,733.65,415.25,995.11,377.94,391.1,86.57
11134,307.18978,1121.01,0,0.33193,0.09316,0,0,62.91,223.76,798.85,283.46,516.94,823.04,429.43,3151.3,5350.26,4125.55,5304.45,4001.12,4329.75,4329.75,4204.17,4169.65,6673.7,1613.92,294.17,369.18,227.16,3990.11,4799.65,3796.57,995.85,406.74,542.45,678.45,3483.86,4849.05,5812.53,262.07,503.34,80.73,295.82
11162,307.98209,135.161,0,0.21608,0.04922,0,0,5.6,0,0,0,0,0,0,1884.6,1946.44,2396.47,3963.99,4040.88,2465.63,2465.63,2319.18,1801.51,2622.42,0,0,0,0,2256.4,2050.92,2179.19,0,0,0,0,2183.27,1927.77,2277.01,126.1,0,0,0
11184,308.15218,525.8335,0,0.65815,0.7137,0,0,19.43,0,381.69,498.95,0,1087.87,275.73,695.64,1175.94,566.53,0,1024.05,357.41,357.41,1174.73,944.97,752.8,283.46,397.65,0,378.45,1195.2,1131.31,934.18,319.61,1179.91,805.03,0,1148.73,803.32,837.49,431.38,554.03,755.77,613.61
11233,308.99253,558.571,0,0.35221,0.02005,0,0,0,0,0,425.43,226.41,686.02,194.8,917.81,1137.31,1357.74,0,0,0,0,1033.13,782.63,1825.44,1391.29,2378.98,1742.56,2258.04,1081.16,1200.74,1403.14,2091.58,2008.9,1472.82,2795.58,1017.5,1152.66,968.9,1585.79,1086.39,1601.8,2065.45
11247,309.1175,960.6005,0,0.02218,0.00624,0,0,53.31,112.17,584.62,541.78,779.65,591.54,543.78,255.6,265.21,591.03,755.16,821.97,933.58,933.58,227.54,287.67,646.91,3776.03,4212.67,4169.69,5894.98,260.29,364.93,552.23,2865.85,4389.12,5073.18,6446.63,254.83,375.42,580.24,3024.1,4399.14,4270.13,5369.47
11249,309.1175,902.879,0,0.21633,0.70768,0,0,74.79,252.52,616.96,1119.34,736.96,1208.95,1138.25,2631.9,6207.08,3011.77,4183.33,3338.36,3562.2,3562.2,2889.2,3007.88,4128.42,2418.75,1709.49,2394.98,1267.93,2579.08,2740.26,3182.19,2449.25,1831.06,2682.88,2014.05,3970.58,2989.08,3616.29,2966.84,2288.68,2479.17,2173.98
11269,309.20488,934.1345,0,0.07695,0.62237,0,0,28.25,114.23,226.02,275.27,316.35,337.72,0,1758.68,2866,2631.5,1819.54,2641.9,2479.77,2479.77,2473.21,2110.93,2899.56,1404.79,2354.98,2677.18,2744.65,2051.11,2742.22,1985.89,2514.85,2371.75,2706.98,3224.48,2245.99,2373.9,2164.61,3651.42,2925.33,3438.67,3106.93
11278,309.27827,1042.515,0,0.03231,0.03296,0,0,0,0,0,0,0,0,0,21.54,0,0,0,603.5,0,0,16.98,70.73,0,759.34,1410.58,725.62,1138.85,19.59,0,0,399.97,849.24,1427.98,2034.77,0,0,0,953.36,1326.67,1692.05,1166.62
11300,310.0917,589.372,0,0.58079,0.58984,0,0,0,56.4,0,0,295.94,837.95,635.17,1346.94,1384.4,629.92,834.78,1125.95,256.06,256.06,1531.37,771.05,769.83,0,0,291.06,967.06,1368.43,1647.06,728.83,602.51,0,1138.79,0,1395.08,1473.64,950.42,0,610.67,1351.71,1033.74
11303,310.11275,85.30395,0,0.02506,0.00788,0,0,0,35.24,0,855.4,935.9,1243.61,1940.28,16545.94,15199.52,17816.15,23216.22,28175.31,23931.72,23931.72,19114.13,14716.3,16958.13,9540.92,7040.9,5243.98,5529.3,17059.94,18437.78,18164.46,10622.94,7655.32,6182.33,5532.74,16268.04,14883.54,17345.62,10300.65,9023.7,6057.93,5708.63
11311,310.12801,759.27,0,0.1598,0.15486,0,0,0,0,0,0,329.2,501.28,200.85,1679.26,1479.04,1562.47,0,2802.93,3286.68,3286.68,1617.41,1386.26,1280.01,298.47,877.95,347.97,0,1714.04,1646.66,1243.22,200.54,354.13,764.02,947.47,1666.8,1391.55,1326.39,0,873.85,0,631.05
11321,310.1385,218.2305,0,0.08646,0.00851,0,0,0,258.16,325.22,405.05,92.35,195.27,92.24,1510.54,1777.39,1477.92,5181.17,6215.83,6202.09,6202.09,2478.94,2309.39,2606.66,1377.78,739.72,998.36,1280.11,2102.6,1827.23,2036.15,894.63,827.67,783.1,720.36,1902.21,2001.04,260.25,1552.65,372.21,1047.08,1118.1
